Author,Title,Degree,Year,Advisor,Advisor2,Category,Category2,,IFA categories (just for reference)
"PACHNER, Joan Helen","Tony Smith: Architect, Painter, Sculptor",Ph.D.,1993,"Varnedoe, Kirk",,Nineteenth- and Twentieth-Century Art,,,
"PULTZ, John","Harry Callahan and American Photography, 1938-1990",Ph.D.,1993,"Varnedoe, Kirk",,History of Photography,Nineteenth- and Twentieth-Century Art,,
"BRAUN, Emily",Mario Sironi: Art and Politics in Fascist Italy 1919-1945,Ph.D.,1991,"Varnedoe, Kirk",,Nineteenth- and Twentieth-Century Art,,,
"WEISS, Jeffrey Steven","The Popular Culture of Modern Art: Picasso, Duchamp and Avant-Gardism, c. 1909-17",Ph.D.,1991,"Varnedoe, Kirk",,Nineteenth- and Twentieth-Century Art,,,
"FEINSTEIN, Roni","Random Order: The First Fifteen Years of Robert Rauschenberg's Art, 1949-1964",Ph.D.,1990,"Varnedoe, Kirk",,Nineteenth- and Twentieth-Century Art,,,
"BERMAN, Patricia Gray",Monumentality and Historicism in Edvard Munch's University of Oslo Festival Hall Paintings,Ph.D.,1989,"Varnedoe, Kirk",,Nineteenth- and Twentieth-Century Art,,,
"FACOS, Michelle","Individualism, Nationalism, Socialism: Swedish Avant Garde Painting in the 1890's",Ph.D.,1989,"Varnedoe, Kirk",,Nineteenth- and Twentieth-Century Art,,,
"LUBAR, Robert S.","Joan Miró Before the Farm, 1915-1922: Catalan Nationalism and the Avant-Garde",Ph.D.,1988,"Varnedoe, Kirk",,Nineteenth- and Twentieth-Century Art,,,
"MARCOCI, Roxana",Site of Contestation: Constantin Brancusi's World War I Memorial,Ph.D.,1988,"Varnedoe, Kirk",,Nineteenth- and Twentieth-Century Art,,,
"COHEN, Marilyn Ann",Reginald Marsh: An Interpretation of his Art,Ph.D.,1986,"Varnedoe, Kirk",,Nineteenth- and Twentieth-Century Art,,,
"YOCHELSON, Bonnie",P.H. Emerson: An Art Historical Study of a Victorian Photographer,Ph.D.,1985,"Varnedoe, Kirk",,History of Photography,,,
"COHON, Robert",Greek and Roman Stone Table Supports with Decorative Reliefs,Ph.D.,1984,"von Blanckenhagen, Peter",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"BARR-SHARRAR, Beryl",The Hellenistic and Early Imperial Decorative Bust,Ph.D.,1980,"von Blanckenhagen, Peter",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"GORDON, Elizabeth",The Panel Reliefs of Marcus Aurelius,Ph.D.,1979,"von Blanckenhagen, Peter",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"WIDRIG, Walter",The Two Churches at Latrum Within the Context of Cyrenaican Church Forms,Ph.D.,1975,"von Blanckenhagen, Peter",,"Early Christian, Byzantine, and Western Medieval Art",,,
"DWYER, Eugene J.",Pompeian Sculpture in its Domestic Context. A Study of Five Pompeian Houses and their Contents,Ph.D.,1974,"von Blanckenhagen, Peter",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"OLIVER-SMITH, Philip",Architectural Elements on Greek Vases Before 400 B.C,Ph.D.,1969,"von Blanckenhagen, Peter",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"FRAZER, Alfred Knox",Four Late Antique Rotundas: Aspects of Fourth-century Architectural Style in Rome,Ph.D.,1964,"von Blanckenhagen, Peter",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"POLZER, Joseph",Circus Pavements,Ph.D.,1963,"von Blanckenhagen, Peter",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"LARKIN, Diana Wolfe",The Broken-Lintel Doorway of Ancient Egypt and its Decoration,Ph.D.,1994,"von Bothmer, Bernard",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"MOJSOV, Bojana",The Sculpture and Relief of Ramesses III,Ph.D.,1993,"von Bothmer, Bernard",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"RUSSMANN, Edna R.","Relief Decoration in Theban Private Tombs of the Twenty-fifth and Twenty-sixth Dynasties: Its Origins and Development, With Particular Reference to the Tomb of Harwa (TT 37)",Ph.D.,1993,"von Bothmer, Bernard",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"VASSILIKA, Eleni",Ptolemaic Philae,Ph.D.,1989,"von Bothmer, Bernard",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"FREED, Rita E.",The Development of Middle Kingdom Egyptian Relief Sculptural Schools of Late Dynasty XI: With an Appendix of the Trends of Early Dynasty XII,Ph.D.,1984,"von Bothmer, Bernard",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"HIBBS, Vivian A.",The Mendes Maze: A Libation Table for the Genius of the Inundation of the Nile,Ph.D.,1979,"von Bothmer, Bernard",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"GAUNT, Jasper",The Attic volute-krater,Ph.D.,2002,"von Bothmer, Dietrich",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"CLARK, Andrew J.",Attic Black-Figured Olpai and Oinochoai,Ph.D.,1992,"von Bothmer, Dietrich",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"ROMANO, James F.",The Bes-image in Pharaonic Egypt,Ph.D.,1989,"von Bothmer, Dietrich",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"JORDAN, Jeanne",Attic Black-Figured Eye-Cups,Ph.D.,1988,"von Bothmer, Dietrich",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"CARDON, Carol Moon",The Berlin Painter and his School,Ph.D.,1977,"von Bothmer, Dietrich",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"BUITRON, Diana M.",Douris,Ph.D.,1976,"von Bothmer, Dietrich",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"MOORE, Mary B.",Horses on Black-figure Greek Vases of the Archaic Period: Ca. 620-480 B.C,Ph.D.,1973,"von Bothmer, Dietrich",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"BROADLEY, Hugh Taylor",The Mature Style of Quentin Massys,Ph.D.,1961,"Weinberger, Martin",,Renaissance Art,,,
"WEILER, Derek",Serial Aesthetics and the Concept of Technique: Mel Bochner and the 1960s,Ph.D.,2013,"Jeffrey, Weiss",,Contemporary Art,Nineteenth- and Twentieth-Century Art,,
"ABBE, Mark",The Polychromy of Roman Marble Sculpture: Aphrodisias and Corinth,Ph.D.,2013,"Welch, Katherine",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"GENSHEIMER, Maryl","Decoration and Display in the Imperial Thermae: Issues of Intention, Reception, and Visual Experience at the Baths of Caracalla",Ph.D.,2013,"Welch, Katherine",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"TRENTINELLA, Rosemarie",The Roman Villa in Calabria: Case Studies in Visual Culture,Ph.D.,2013,"Welch, Katherine",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"GRAFF, Sarah",Humbaba/Huwawa,Ph.D.,2012,"Welch, Katherine",,Architecture,,,
"MADOLE,Sarah",Innovation and Identity on Mythological Frieze Sarcophagi from Roman Asia Minor,Ph.D.,2012,"Welch, Katherine",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"POPKIN, Maggie","The Triumphal Route in Republican and Imperial Rome: Architecture, Experience, and Memory",Ph.D.,2012,"Welch, Katherine",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"KINNEE, Lauren",The Roman Trophy: From Battlefield Marker to Emblem of Power,Ph.D.,2011,"Welch, Katherine",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"Turnbow, Heather",Sacrophagi and Funerary Display in Roman Aphrodisias,Ph.D.,2011,"Welch, Katherine",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"HRYCHUK, Anne","From Fornix to Arcus: The Origins, Development and Imperial Transformation of the Freestanding Roman Arch (196 BCE to 54 CE)",Ph.D.,2010,"Welch, Katherine",,"Ancient Aegean, Egyptian, Greek and Roman Art",,,
"KLAR PHILLIPS, Laura","The Architecture of the Roman Theater: Origins, Canonization, and Dissemination",Ph.D.,2006,"Welch, Katherine",,"Ancient Aegean, Egyptian, Greek and Roman Art",Architecture,,
"NOORMAN, Judith","The Unconventional Career of Jacob van Loo (1614-70), Painter in Amsterdam and Paris",Ph.D.,2013,"Westermann, Mariët",,Seventeenth- and Eighteenth-Century Art,,,
"PACKER, Lelia","Imitation and Innovation in Materials in Early Modern Northern European Art: Pen Prints, Pen Drawings, and Pen Paintings, c 1580-1670",Ph.D.,2012,"Westermann, Mariët",,Renaissance Art,Seventeenth- and Eighteenth-Century Art,,
"VEITH, Jessica",Memorializing the Past: Jan de Bray and the Construction of Identity in Seventeenth-Century Haarlem,Ph.D.,2011,"Westermann, Mariët",,Seventeenth- and Eighteenth-Century Art,,,
"BARK, Julianna M.",Liotard's ''terroir genevois'',Ph.D.,2009,"Westermann, Mariët",,Seventeenth- and Eighteenth-Century Art,,,
"NOGRADY, Elizabeth Ann","Abraham Bloemaert (1566--1651), the 'Netherlandish Academy' and artistic collaboration in seventeenth-century Utrecht",Ph.D.,2009,"Westermann, Mariët",,Seventeenth- and Eighteenth-Century Art,,,
"DICKERSON, Claude","Bernini and Before: Modeled Sculpture in Rome, ca. 1600-25",Ph.D.,2006,"Westermann, Mariët",,Seventeenth- and Eighteenth-Century Art,,,
"HOISINGTON, Rena",Maurice-Quentin de la Tour and the Triumph of Pastel Painting in Eighteenth-Century France,Ph.D.,2006,"Westermann, Mariët",,Seventeenth- and Eighteenth-Century Art,,,
